ticker,name,market,locale,primary_exchange,type,active,currency_name,cik,composite_figi,share_class_figi,last_updated_utc
A,Agilent Technologies Inc.,stocks,us,XNYS,CS,True,usd,0001090872,BBG000C2V3D6,BBG001SCTQY4,2022-05-09T00:00:00Z
AA,Alcoa Corporation,stocks,us,XNYS,CS,True,usd,0001675149,BBG00B3T3HD3,BBG00B3T3HF1,2022-05-09T00:00:00Z
AAA,AAF First Priority CLO Bond ETF,stocks,us,ARCX,ETF,True,usd,,BBG00X5FSP48,BBG00X5FSPZ4,2022-05-09T00:00:00Z
AAAU,Goldman Sachs Physical Gold ETF Shares,stocks,us,BATS,ETF,True,usd,0001708646,BBG00LPXX872,BBG00LPXX8Z1,2022-05-09T00:00:00Z
AAC,Ares Acquisition Corporation,stocks,us,XNYS,CS,True,usd,0001829432,,,2022-05-09T00:00:00Z
AAC.U,"Ares Acquisition Corporation Units, each consisting of one Class A ordinary share, and one-fifth of",stocks,us,XNYS,UNIT,True,usd,0001829432,,,2022-05-09T00:00:00Z
AAC.WS,"Ares Acquisition Corporation Redeemable Warrants, each whole warrant exercisable for one Class A ord",stocks,us,XNYS,WARRANT,True,usd,0001829432,,,2022-05-09T00:00:00Z
AACG,ATA Creativity Global American Depositary Shares,stocks,us,XNAS,ADRC,True,usd,0001420529,BBG000V2S3P6,BBG001T125S9,2022-05-09T00:00:00Z
AACI,Armada Acquisition Corp. I Common Stock,stocks,us,XNAS,CS,True,usd,0001844817,BBG011XR7306,BBG011XR7315,2022-05-09T00:00:00Z
AACIU,Armada Acquisition Corp. I Unit,stocks,us,XNAS,UNIT,True,usd,0001844817,BBG011PFP1D1,BBG011PFP285,2022-05-09T00:00:00Z
AACIW,Armada Acquisition Corp. I Warrant,stocks,us,XNAS,WARRANT,True,usd,0001844817,BBG011XRPQV1,,2022-05-09T00:00:00Z
AADI,"Aadi Bioscience, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001422142,BBG002WN7DT2,BBG002WN7DV9,2022-05-09T00:00:00Z
AADR,AdvisorShares Dorsey Wright ADR ETF,stocks,us,XNAS,ETF,True,usd,0001408970,BBG000BDYRW6,BBG001T9B1Y4,2022-05-09T00:00:00Z
AAIC,Arlington Asset Investment Corp.,stocks,us,XNYS,CS,True,usd,0001209028,BBG000BD1373,BBG001S6DRN4,2022-05-09T00:00:00Z
AAICpB,Arlington Asset Investment Corp. 7.00% Series B Cumulative Perpetual Redeemable Preferred Stock,stocks,us,XNYS,PFD,True,usd,0001209028,,,2022-05-09T00:00:00Z
AAICpC,Arlington Asset Investment Corp. 8.250% Series C Fixed-to-Floating Rate Cumulative Redeemable Prefer,stocks,us,XNYS,PFD,True,usd,0001209028,,,2022-05-09T00:00:00Z
AAIN,Arlington Asset Investment Corp. 6.000% Senior Notes Due 2026,stocks,us,XNYS,,True,usd,0001209028,,,2022-05-09T00:00:00Z
AAL,American Airlines Group Inc.,stocks,us,XNAS,CS,True,usd,0000006201,BBG005P7Q881,BBG005P7Q907,2022-05-09T00:00:00Z
AAMC,Altisource Asset Mgmt Corp,stocks,us,XASE,CS,True,usd,0001555074,BBG003PNL136,BBG003PNL145,2022-05-09T00:00:00Z
AAME,Atlantic American Corp,stocks,us,XNAS,CS,True,usd,0000008177,BBG000B9XB24,BBG001S5N8T1,2022-05-09T00:00:00Z
AAMpA,"Apollo Asset Management, Inc. 6.375% Series A Preferred Stock",stocks,us,XNYS,PFD,True,usd,0001411494,,,2022-05-09T00:00:00Z
AAMpB,"Apollo Asset Management, Inc. 6.375% Series B Preferred Stock",stocks,us,XNYS,PFD,True,usd,0001411494,,,2022-05-09T00:00:00Z
AAN,"The Aaron's Company, Inc.",stocks,us,XNYS,CS,True,usd,0001821393,BBG00WCNDCZ6,BBG00WCNDDH4,2022-05-09T00:00:00Z
AAOI,"Applied Optoelectronics, Inc.",stocks,us,XNAS,CS,True,usd,0001158114,BBG000D6VW15,BBG001SG47G4,2022-05-09T00:00:00Z
AAON,Aaon Inc,stocks,us,XNAS,CS,True,usd,0000824142,BBG000C2LZP3,BBG001S6CZK0,2022-05-09T00:00:00Z
AAP,ADVANCE AUTO PARTS INC,stocks,us,XNYS,CS,True,usd,0001158449,BBG000F7RCJ1,BBG001SD2SB2,2022-05-09T00:00:00Z
AAPL,Apple Inc.,stocks,us,XNAS,CS,True,usd,0000320193,BBG000B9XRY4,BBG001S5N8V8,2022-05-09T00:00:00Z
AAQC,Accelerate Acquisition Corp.,stocks,us,XNYS,CS,True,usd,0001838883,BBG00ZJX1XB3,BBG00ZJX1XD1,2022-05-09T00:00:00Z
AAQC.U,"Accelerate Acquisition Corp. Units, each consisting of one Class A common stock, and one-third of on",stocks,us,XNYS,UNIT,True,usd,0001838883,BBG00ZHQ0GJ0,BBG00ZHQ0HC5,2022-05-09T00:00:00Z
AAQC.WS,"Accelerate Acquisition Corp. Warrants, each whole warrant exercisable for one share of Class A commo",stocks,us,XNYS,WARRANT,True,usd,0001838883,BBG00ZKDZ510,,2022-05-09T00:00:00Z
AAT,"AMERICAN ASSETS TRUST, INC.",stocks,us,XNYS,CS,True,usd,0001500217,BBG00161BCR0,BBG001TCBJS5,2022-05-09T00:00:00Z
AATC,Autoscope Technologies Corporation Common Stock,stocks,us,XNAS,CS,True,usd,0000943034,BBG011MC2100,BBG011MC2119,2022-05-09T00:00:00Z
AAU,Almaden Minerals Ltd.,stocks,us,XASE,CS,True,usd,0001015647,BBG000DGFSY4,BBG001S7VVD4,2022-05-09T00:00:00Z
AAWW,"Atlas Air Worldwide Holdings, Inc.",stocks,us,XNAS,CS,True,usd,0001135185,BBG000Q57YP0,BBG001SM7BG9,2022-05-09T00:00:00Z
AAXJ,iShares MSCI All Country Asia ex Japan ETF,stocks,us,XNAS,ETF,True,usd,0001100663,BBG000G6GXC5,BBG001T2V2D8,2022-05-09T00:00:00Z
AB,"AllianceBernstein Holding, L.P.",stocks,us,XNYS,CS,True,usd,0000825313,BBG000B9WM03,BBG001S5N9S0,2022-05-09T00:00:00Z
ABB,ABB Ltd.,stocks,us,XNYS,ADRC,True,usd,0001091587,BBG000DK5Q25,BBG001SDDMX9,2022-05-09T00:00:00Z
ABBV,ABBVIE INC.,stocks,us,XNYS,CS,True,usd,0001551152,BBG0025Y4RY4,BBG0025Y4RZ3,2022-05-09T00:00:00Z
ABC,AmerisourceBergen Corp.,stocks,us,XNYS,CS,True,usd,0001140859,BBG000MDCQC2,BBG001S8X7P0,2022-05-09T00:00:00Z
ABCB,Ameris Bancorp,stocks,us,XNAS,CS,True,usd,0000351569,BBG000CDY3H5,BBG001S80PX7,2022-05-09T00:00:00Z
ABCL,AbCellera Biologics Inc. Common Shares,stocks,us,XNAS,CS,True,usd,0001703057,BBG00LLW2MF2,BBG00LLW2MH0,2022-05-09T00:00:00Z
ABCM,Abcam plc American Depositary Shares,stocks,us,XNAS,ADRC,True,usd,0001492074,BBG00XRJJLG2,BBG00XRJJM98,2022-05-09T00:00:00Z
ABEO,Abeona Therapeutics Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0000318306,BBG000DT5D52,BBG001S8T7K0,2022-05-09T00:00:00Z
ABEQ,Absolute Core Strategy ETF,stocks,us,ARCX,ETF,True,usd,,BBG00RHHGQY2,BBG00RHHGRP0,2022-05-09T00:00:00Z
ABEV,AMBEV S.A.,stocks,us,XNYS,ADRC,True,usd,0001565025,BBG000BN5VZ4,BBG005KLVT74,2022-05-09T00:00:00Z
ABG,"Asbury Automotive Group, Inc.",stocks,us,XNYS,CS,True,usd,0001144980,BBG000BKDWB5,BBG001S9B5H5,2022-05-09T00:00:00Z
ABGI,ABG Acquisition Corp. I Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001833764,,,2022-05-09T00:00:00Z
ABIO,"ARCA biopharma, Inc.",stocks,us,XNAS,CS,True,usd,0000907654,BBG000BWNN28,BBG001SB1GL2,2022-05-09T00:00:00Z
ABM,"ABM Industries, Inc.",stocks,us,XNYS,CS,True,usd,0000771497,BBG000B9YYH7,BBG001S5N9B8,2022-05-09T00:00:00Z
ABMD,Abiomed Inc,stocks,us,XNAS,CS,True,usd,0000815094,BBG000C101X4,BBG001S64SQ9,2022-05-09T00:00:00Z
ABNB,"Airbnb, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001559720,BBG001Y2XS07,BBG001Y2XS16,2022-05-09T00:00:00Z
ABOS,"Acumen Pharmaceuticals, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001576885,BBG0058YJ317,BBG0058YJ326,2022-05-09T00:00:00Z
ABR,"Arbor Realty Trust, Inc.",stocks,us,XNYS,CS,True,usd,0001253986,BBG000KMVDV1,BBG001SJP3G4,2022-05-09T00:00:00Z
ABRpD,"Arbor Realty Trust, Inc. 6.375% Series D Cumulative Redeemable Preferred Stock, Liquidation Preferen",stocks,us,XNYS,PFD,True,usd,0001253986,,,2022-05-09T00:00:00Z
ABRpE,"Arbor Realty Trust, Inc. 6.25% Series E Cumulative Redeemable Preferred Stock",stocks,us,XNYS,PFD,True,usd,0001253986,,,2022-05-09T00:00:00Z
ABRpF,"Arbor Realty Trust, Inc. 6.25% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock",stocks,us,XNYS,PFD,True,usd,0001253986,,,2022-05-09T00:00:00Z
ABSI,Absci Corporation Common Stock,stocks,us,XNAS,CS,True,usd,0001672688,BBG011N54CJ8,BBG011N54DC3,2022-05-09T00:00:00Z
ABST,Absolute Software Corporation Common Stock,stocks,us,XNAS,CS,True,usd,0001071058,BBG000CP4V61,BBG001SD56D5,2022-05-09T00:00:00Z
ABT,Abbott Laboratories,stocks,us,XNYS,CS,True,usd,0000001800,BBG000B9ZXB4,BBG001S5N9M6,2022-05-09T00:00:00Z
ABTX,"Allegiance Bancshares, Inc.",stocks,us,XNAS,CS,True,usd,0001642081,BBG000BNYLL9,BBG001SQHRC8,2022-05-09T00:00:00Z
ABUS,Arbutus Biopharma Corporation Common Stock,stocks,us,XNAS,CS,True,usd,0001447028,BBG000RR8V85,BBG001S6RSK0,2022-05-09T00:00:00Z
ABVC,"ABVC BioPharma, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001173313,BBG000Q844Z2,BBG001SMCS49,2022-05-09T00:00:00Z
AC,"Associated Capital Group, Inc.",stocks,us,XNYS,CS,True,usd,0001642122,BBG008NZ8QC0,BBG008NZ8QB1,2022-05-09T00:00:00Z
ACA,"Arcosa, Inc. Common Stock",stocks,us,XNYS,CS,True,usd,0001739445,BBG00JGMWFM9,BBG00JGMWGB9,2022-05-09T00:00:00Z
ACAB,Atlantic Coastal Acquisition Corp. II Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001893219,BBG013X0S7F3,BBG013X0S889,2022-05-09T00:00:00Z
ACABU,Atlantic Coastal Acquisition Corp. II Unit,stocks,us,XNAS,UNIT,True,usd,0001893219,BBG013X0RR42,BBG013X0RS04,2022-05-09T00:00:00Z
ACABW,Atlantic Coastal Acquisition Corp. II Warrant,stocks,us,XNAS,WARRANT,True,usd,0001893219,BBG0142NHSW2,,2022-05-09T00:00:00Z
ACAD,Acadia Pharmaceuticals Inc.,stocks,us,XNAS,CS,True,usd,0001070494,BBG000BHG9K0,BBG001SB06N3,2022-05-09T00:00:00Z
ACAH,Atlantic Coastal Acquisition Corp. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001836274,BBG00Z9FJV00,BBG00Z9FJVV6,2022-05-09T00:00:00Z
ACAHU,Atlantic Coastal Acquisition Corp. Unit,stocks,us,XNAS,UNIT,True,usd,0001836274,BBG00Z85ZCZ9,BBG00Z85ZDT4,2022-05-09T00:00:00Z
ACAHW,Atlantic Coastal Acquisition Corp. Warrant,stocks,us,XNAS,WARRANT,True,usd,0001836274,BBG00Z9GN314,,2022-05-09T00:00:00Z
ACAQ,Athena Consumer Acquisition Corp.,stocks,us,XNYS,CS,True,usd,0001869141,BBG011Y74LF6,BBG011Y74LG5,2022-05-09T00:00:00Z
ACAQ.U,"Athena Consumer Acquisition Corp. Units, each consisting of one share of Class A common stock and on",stocks,us,XNYS,UNIT,True,usd,0001869141,BBG011WV4DQ1,BBG011WV4FK2,2022-05-09T00:00:00Z
ACAQ.WS,Athena Consumer Acquisition Corp. Redeemable warrants,stocks,us,XNYS,WARRANT,True,usd,0001869141,BBG011WZFMY1,,2022-05-09T00:00:00Z
ACAX,Alset Capital Acquisition Corp. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001897245,BBG01699JVG0,BBG01699JWS5,2022-05-09T00:00:00Z
ACAXR,Alset Capital Acquisition Corp. Right,stocks,us,XNAS,RIGHT,True,usd,0001897245,BBG01699N3F8,BBG01699N4C9,2022-05-09T00:00:00Z
ACAXU,Alset Capital Acquisition Corp. Unit,stocks,us,XNAS,UNIT,True,usd,0001897245,BBG014KG27W9,BBG014KG28Q4,2022-05-09T00:00:00Z
ACAXW,Alset Capital Acquisition Corp. Warrant,stocks,us,XNAS,WARRANT,True,usd,0001897245,BBG016B1YXZ2,,2022-05-09T00:00:00Z
ACB,Aurora Cannabis Inc. Common Shares,stocks,us,XNAS,CS,True,usd,0001683541,BBG006SCSYG7,BBG001SV77D1,2022-05-09T00:00:00Z
ACBA,Ace Global Business Acquisition Limited Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001844389,,,2022-05-09T00:00:00Z
ACBAU,Ace Global Business Acquisition Limited Unit,stocks,us,XNAS,UNIT,True,usd,0001844389,,,2022-05-09T00:00:00Z
ACBAW,Ace Global Business Acquisition Limited Warrant,stocks,us,XNAS,WARRANT,True,usd,0001844389,,,2022-05-09T00:00:00Z
ACC,"American Campus Communities, Inc.",stocks,us,XNYS,CS,True,usd,0001283630,BBG000M9KP89,BBG001SKBD83,2022-05-09T00:00:00Z
ACCD,"Accolade, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001481646,BBG00S2L1Z00,BBG00S2L1ZR1,2022-05-09T00:00:00Z
ACCO,Acco Brands Corporation,stocks,us,XNYS,CS,True,usd,0000712034,BBG000J06K07,BBG001SPBTK3,2022-05-09T00:00:00Z
ACDI,Ascendant Digital Acquisition Corp. III,stocks,us,XNYS,CS,True,usd,0001850316,,,2022-05-09T00:00:00Z
ACDI.U,"Ascendant Digital Acquisition Corp. III Units, each consisting of one Class A ordinary share and one",stocks,us,XNYS,UNIT,True,usd,0001850316,,,2022-05-09T00:00:00Z
ACDI.WS,"Ascendant Digital Acquisition Corp. III Warrants, each whole warrant exercisable for one Class A ord",stocks,us,XNYS,WARRANT,True,usd,0001850316,,,2022-05-09T00:00:00Z
ACEL,"Accel Entertainment, Inc.",stocks,us,XNYS,CS,True,usd,0001698991,BBG00GX221W3,BBG00GX221Z0,2022-05-09T00:00:00Z
ACER,Acer Therapeutics Inc. Common Stock (DE),stocks,us,XNAS,CS,True,usd,0001069308,BBG000BG5S59,BBG001S7Q351,2022-05-09T00:00:00Z
ACES,ALPS Clean Energy ETF,stocks,us,ARCX,ETF,True,usd,0001414040,BBG00L99FCT0,BBG00L99FDK7,2022-05-09T00:00:00Z
ACET,"Adicet Bio, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001720580,BBG00JCXSJP3,BBG00JCXSJQ2,2022-05-09T00:00:00Z
ACEV,ACE Convergence Acquisition Corp. Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001813658,,,2022-05-09T00:00:00Z
ACEVU,ACE Convergence Acquisition Corp. Unit,stocks,us,XNAS,UNIT,True,usd,0001813658,,,2022-05-09T00:00:00Z
ACEVW,ACE Convergence Acquisition Corp. Warrant,stocks,us,XNAS,WARRANT,True,usd,0001813658,,,2022-05-09T00:00:00Z
ACGL,Arch Capital Group Ltd,stocks,us,XNAS,CS,True,usd,0000947484,,,2022-05-09T00:00:00Z
ACGLN,"Arch Capital Group Ltd. Depositary Shares, each Representing a 1/1,000th Interest in a 4.550% Non-Cu",stocks,us,XNAS,,True,usd,0000947484,,,2022-05-09T00:00:00Z
ACGLO,"Arch Capital Group Ltd. Depositary Shares Each Representing 1/1,000th Interest in a Share of 5.45% N",stocks,us,XNAS,PFD,True,usd,0000947484,,,2022-05-09T00:00:00Z
ACH,Alum Corp of China Limited,stocks,us,XNYS,ADRC,True,usd,0001161611,BBG000CMRVH1,BBG001SFLGF8,2022-05-09T00:00:00Z
ACHC,"Acadia Healthcare Company, Inc.",stocks,us,XNAS,CS,True,usd,0001520697,BBG000FPNN38,BBG001SNNWL7,2022-05-09T00:00:00Z
ACHL,Achilles Therapeutics plc American Depositary Shares,stocks,us,XNAS,ADRC,True,usd,0001830749,BBG00ZHF9VV8,BBG00ZHF9WP3,2022-05-09T00:00:00Z
ACHR,Archer Aviation Inc.,stocks,us,XNYS,CS,True,usd,0001824502,BBG00XRTC910,BBG00XRTC929,2022-05-09T00:00:00Z
ACHR.WS,"Archer Aviation Inc. Redeemable Warrants, each whole warrant exercisable for one Class A common stoc",stocks,us,XNYS,WARRANT,True,usd,0001824502,BBG00YGCV1N9,,2022-05-09T00:00:00Z
ACHV,"Achieve Life Sciences, Inc.",stocks,us,XNAS,CS,True,usd,0000949858,BBG000FB8S62,BBG001S8JF14,2022-05-09T00:00:00Z
ACI,"Albertsons Companies, Inc.",stocks,us,XNYS,CS,True,usd,0001646972,BBG009KG1750,BBG009KG1741,2022-05-09T00:00:00Z
ACII,Atlas Crest Investment Corp. II,stocks,us,XNYS,CS,True,usd,0001838614,BBG00Z47MJD2,BBG00Z47MJG9,2022-05-09T00:00:00Z
ACII.U,"Atlas Crest Investment Corp. II Units, each consisting of one Class A common stock, $.0001 par value",stocks,us,XNYS,UNIT,True,usd,0001838614,BBG00YRV6GM1,BBG00YRV6HG6,2022-05-09T00:00:00Z
ACII.WS,"Atlas Crest Investment Corp. II Redeemable Warrants, each whole warrant exercisable for one Class A",stocks,us,XNYS,WARRANT,True,usd,0001838614,BBG00Z493736,,2022-05-09T00:00:00Z
ACIO,Aptus Collared Income Opportunity ETF,stocks,us,BATS,ETF,True,usd,0000810972,BBG00PNSDFF3,BBG00PNSDG52,2022-05-09T00:00:00Z
ACIU,AC Immune SA,stocks,us,XNAS,CS,True,usd,0001651625,,,2022-05-09T00:00:00Z
ACIW,"ACI Worldwide, Inc.",stocks,us,XNAS,CS,True,usd,0000935036,BBG000PMBV39,BBG001S9KLL5,2022-05-09T00:00:00Z
ACKIT,Ackrell SPAC Partners I Co. Subunits,stocks,us,XNAS,,True,usd,0001790121,BBG00Z49Q7B2,BBG00Z49Q866,2022-05-09T00:00:00Z
ACKIU,Ackrell SPAC Partners I Co. Units,stocks,us,XNAS,UNIT,True,usd,0001790121,BBG00YD93944,BBG00YD93953,2022-05-09T00:00:00Z
ACKIW,Ackrell SPAC Partners I Co. Warrants,stocks,us,XNAS,WARRANT,True,usd,0001790121,BBG00Z49SXM1,,2022-05-09T00:00:00Z
ACLS,Axcelis Technologies Inc,stocks,us,XNAS,CS,True,usd,0001113232,BBG000DW34S2,BBG001SF8W86,2022-05-09T00:00:00Z
ACLX,"Arcellx, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001786205,BBG00QHJM4S9,BBG00QHJM4W4,2022-05-09T00:00:00Z
ACM,Aecom,stocks,us,XNYS,CS,True,usd,0000868857,BBG000F61RJ8,BBG001SKTTF1,2022-05-09T00:00:00Z
ACMR,"ACM Research, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001680062,BBG00HPSG933,BBG00HPSG942,2022-05-09T00:00:00Z
ACN,Accenture PLC,stocks,us,XNYS,CS,True,usd,0001467373,,,2022-05-09T00:00:00Z
ACNB,ACNB Corp,stocks,us,XNAS,CS,True,usd,0000715579,BBG000BJ2LY9,BBG001S6CVZ3,2022-05-09T00:00:00Z
ACON,"Aclarion, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001635077,BBG014FBN4K3,BBG014FBN5N7,2022-05-09T00:00:00Z
ACONW,"Aclarion, Inc. Warrant",stocks,us,XNAS,WARRANT,True,usd,0001635077,BBG016Z2HS66,,2022-05-09T00:00:00Z
ACOR,"Acorda Therapeutics, Inc.",stocks,us,XNAS,CS,True,usd,0001008848,BBG000FD10V8,BBG001SH8359,2022-05-09T00:00:00Z
ACP,Aberdeen Income Credit Strategies Fund,stocks,us,XNYS,FUND,True,usd,0001503290,BBG0017VSC04,BBG001TCSLH4,2022-05-09T00:00:00Z
ACPpA,Aberdeen Income Credit Strategies Fund 5.250% Series A Perpetual Preferred Stock,stocks,us,XNYS,PFD,True,usd,0001503290,,,2022-05-09T00:00:00Z
ACQR,Independence Holdings Corp. Class A Ordinary Share,stocks,us,XNAS,CS,True,usd,0001837393,,,2022-05-09T00:00:00Z
ACQRU,Independence Holdings Corp. Units,stocks,us,XNAS,UNIT,True,usd,0001837393,,,2022-05-09T00:00:00Z
ACQRW,Independence Holdings Corp. Warrant,stocks,us,XNAS,WARRANT,True,usd,0001837393,,,2022-05-09T00:00:00Z
ACR,ACRES Commercial Realty Corp.,stocks,us,XNYS,CS,True,usd,0001332551,BBG000HK4RX6,BBG001SP6Y91,2022-05-09T00:00:00Z
ACRE,Ares Commercial Real Estate Corporation,stocks,us,XNYS,CS,True,usd,0001529377,BBG0022MMQB0,BBG0022MMR46,2022-05-09T00:00:00Z
ACRO,Acropolis Infrastructure Acquisition Corp.,stocks,us,XNYS,CS,True,usd,0001847891,BBG00ZTH7611,BBG00ZTH7620,2022-05-09T00:00:00Z
ACRO.U,"Acropolis Infrastructure Acquisition Corp. Units, each consisting of one share of Class A Common Sto",stocks,us,XNYS,UNIT,True,usd,0001847891,BBG00ZNTZPQ1,BBG00ZNTZQK5,2022-05-09T00:00:00Z
ACRO.WS,"Acropolis Infrastructure Acquisition Corp. Warrants, each exercisable for one share of Class A Commo",stocks,us,XNYS,WARRANT,True,usd,0001847891,BBG010CHWYS7,,2022-05-09T00:00:00Z
ACRS,"Aclaris Therapeutics, Inc.",stocks,us,XNAS,CS,True,usd,0001557746,BBG003LF0QR9,BBG003LF0QS8,2022-05-09T00:00:00Z
ACRX,"AcelRx Pharmaceuticals, Inc",stocks,us,XNAS,CS,True,usd,0001427925,BBG0018YYFX7,BBG001TFZCK5,2022-05-09T00:00:00Z
ACRpC,ACRES Commercial Realty Corp. 8.625% Fixed-to-Floating Series C Cumulative Redeemable Preferred Stoc,stocks,us,XNYS,PFD,True,usd,0001332551,,,2022-05-09T00:00:00Z
ACRpD,ACRES Commercial Realty Corp. 7.875% Series D Cumulative Redeemable Preferred Stock,stocks,us,XNYS,PFD,True,usd,0001332551,,,2022-05-09T00:00:00Z
ACSI,American Customer Satisfaction ETF,stocks,us,BATS,ETF,True,usd,,BBG00F40VFY6,BBG00F40VGP4,2022-05-09T00:00:00Z
ACST,"Acasti Pharma, Inc.",stocks,us,XNAS,CS,True,usd,0001444192,BBG001NMDXS6,BBG001SFYCM5,2022-05-09T00:00:00Z
ACT,"Enact Holdings, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001823529,BBG00WSNP4R3,BBG00WSNP4S2,2022-05-09T00:00:00Z
ACTD,ArcLight Clean Transition Corp. II Class A Ordinary Share,stocks,us,XNAS,CS,True,usd,0001842279,,,2022-05-09T00:00:00Z
ACTDU,ArcLight Clean Transition Corp. II Unit,stocks,us,XNAS,UNIT,True,usd,0001842279,,,2022-05-09T00:00:00Z
ACTDW,ArcLight Clean Transition Corp. II Warrant,stocks,us,XNAS,WARRANT,True,usd,0001842279,,,2022-05-09T00:00:00Z
ACTG,Acacia Research Corporation,stocks,us,XNAS,CS,True,usd,0000934549,BBG000KF9J02,BBG001SJLJT9,2022-05-09T00:00:00Z
ACTV,LeaderShares Activist Leaders ETF,stocks,us,ARCX,ETF,True,usd,,BBG00Y002P42,BBG00Y002QG7,2022-05-09T00:00:00Z
ACU,Acme United Corporation,stocks,us,XASE,CS,True,usd,0000002098,BBG000BB3LM8,BBG001S5NCC0,2022-05-09T00:00:00Z
ACV,Virtus AllianzGI Diversified Income & Convertible Fund,stocks,us,XNYS,FUND,True,usd,0001636289,BBG008HMBD22,BBG008HMBD31,2022-05-09T00:00:00Z
ACVA,ACV Auctions Inc. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001637873,BBG00G5JGQ66,BBG00G5JGQ75,2022-05-09T00:00:00Z
ACVF,American Conservative Values ETF,stocks,us,ARCX,ETF,True,usd,,BBG00Y04Q9T7,BBG00Y04QBN8,2022-05-09T00:00:00Z
ACWF,iShares MSCI Global Multifactor ETF,stocks,us,ARCX,ETF,True,usd,0001100663,BBG008LNZHV8,BBG008LNZHW7,2022-05-09T00:00:00Z
ACWI,iShares MSCI ACWI ETF,stocks,us,XNAS,ETF,True,usd,0001100663,BBG000TH6VB3,BBG001S56QV7,2022-05-09T00:00:00Z
ACWV,iShares MSCI Global Min Vol Factor ETF,stocks,us,BATS,ETF,True,usd,0000930667,BBG0025X38X0,BBG0025X39Q6,2022-05-09T00:00:00Z
ACWX,iShares MSCI ACWI ex US ETF,stocks,us,XNAS,ETF,True,usd,0001100663,BBG000TH7DF8,BBG001S56R18,2022-05-09T00:00:00Z
ACXP,"Acurx Pharmaceuticals, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001736243,BBG01184DNJ4,BBG01184DNK2,2022-05-09T00:00:00Z
ADAG,Adagene Inc. American Depositary Shares,stocks,us,XNAS,ADRC,True,usd,0001818838,BBG00YZ6BYJ6,BBG00YZ6BZC0,2022-05-09T00:00:00Z
ADAL,Anthemis Digital Acquisitions I Corp Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001853928,,,2022-05-09T00:00:00Z
ADALU,Anthemis Digital Acquisitions I Corp Unit,stocks,us,XNAS,UNIT,True,usd,0001853928,,,2022-05-09T00:00:00Z
ADALW,Anthemis Digital Acquisitions I Corp Warrant,stocks,us,XNAS,WARRANT,True,usd,0001853928,,,2022-05-09T00:00:00Z
ADAP,Adaptimmune Therapeutics plc American Depositary Shares,stocks,us,XNAS,ADRC,True,usd,0001621227,BBG008G65WC2,BBG008G65WD1,2022-05-09T00:00:00Z
ADBE,Adobe Inc.,stocks,us,XNAS,CS,True,usd,0000796343,BBG000BB5006,BBG001S5NCQ5,2022-05-09T00:00:00Z
ADC,Agree Realty Corporation,stocks,us,XNYS,CS,True,usd,0000917251,BBG000BC9DK0,BBG001S6RY81,2022-05-09T00:00:00Z
ADCT,ADC Therapeutics SA,stocks,us,XNYS,CS,True,usd,0001771910,,,2022-05-09T00:00:00Z
ADCpA,"Agree Realty Corporation Depositary Shares, each representing 1/1,000th of a 4.250% Series A Cumulat",stocks,us,XNYS,PFD,True,usd,0000917251,,,2022-05-09T00:00:00Z
ADER,26 Capital Acquisition Corp. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001822912,BBG00Z486423,BBG00Z486502,2022-05-09T00:00:00Z
ADERU,26 Capital Acquisition Corp. Unit,stocks,us,XNAS,UNIT,True,usd,0001822912,BBG00YNKD509,BBG00YNKD5V5,2022-05-09T00:00:00Z
ADERW,26 Capital Acquisition Corp. Warrant,stocks,us,XNAS,WARRANT,True,usd,0001822912,BBG00Z48HJJ0,,2022-05-09T00:00:00Z
ADES,"Advanced Emissions Solutions, Inc",stocks,us,XNAS,CS,True,usd,0001515156,BBG000JFNL85,BBG001S7XN59,2022-05-09T00:00:00Z
ADEX,Adit EdTech Acquisition Corp,stocks,us,XNYS,CS,True,usd,0001830029,BBG00YPSML05,BBG00YPSMLV1,2022-05-09T00:00:00Z
ADEX.U,"Adit EdTech Acquisition Corp Units, each consisting of one share of common stock, and one-half of on",stocks,us,XNYS,UNIT,True,usd,0001830029,BBG00YNK5BL2,BBG00YNK5CG6,2022-05-09T00:00:00Z
