ticker,name,market,locale,primary_exchange,type,active,currency_name,cik,composite_figi,share_class_figi,last_updated_utc
ARDX,"Ardelyx, Inc.",stocks,us,XNAS,CS,True,usd,0001437402,BBG001WH4DQ3,BBG001WH4F33,2022-05-09T00:00:00Z
ARE,"Alexandria Real Estate Equities, Inc.",stocks,us,XNYS,CS,True,usd,0001035443,BBG000BC33T9,BBG001S6CPH6,2022-05-09T00:00:00Z
AREB,"American Rebel Holdings, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001648087,BBG009R1VQJ6,BBG009R1VQK4,2022-05-09T00:00:00Z
AREBW,"American Rebel Holdings, Inc. Warrants",stocks,us,XNAS,WARRANT,True,usd,0001648087,BBG014QZN9T8,,2022-05-09T00:00:00Z
AREC,AMERICAN RESOURCES CORP,stocks,us,XNAS,CS,True,usd,0001590715,BBG005VQ4CM1,BBG005VQ4CN0,2022-05-09T00:00:00Z
AREN,"The Arena Group Holdings, Inc.",stocks,us,XASE,CS,True,usd,0000894871,BBG000HPKKH0,BBG001S9BDW1,2022-05-09T00:00:00Z
ARES,Ares Management Corporation Class A Common Stock,stocks,us,XNYS,CS,True,usd,0001176948,BBG0068KVV91,BBG0068KVVC7,2022-05-09T00:00:00Z
ARGD,"Argo Group US, Inc. 6.500% Senior Notes due 2042",stocks,us,XNYS,,True,usd,0001091748,,,2022-05-09T00:00:00Z
ARGO,"Argo Group International Holdings, Ltd.",stocks,us,XNYS,CS,True,usd,0001091748,,,2022-05-09T00:00:00Z
ARGOpA,"Argo Group International Holdings, Ltd. Depositary Shares, Each Representing a 1/1,000th Interest in",stocks,us,XNYS,PFD,True,usd,0001091748,,,2022-05-09T00:00:00Z
ARGT,Global X MSCI Argentina ETF,stocks,us,ARCX,ETF,True,usd,0001432353,BBG001K93GS6,BBG001V0LJT6,2022-05-09T00:00:00Z
ARGU,Argus Capital Corp. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001865377,BBG013GMWH30,BBG013GMWHY6,2022-05-09T00:00:00Z
ARGUU,Argus Capital Corp. Unit,stocks,us,XNAS,UNIT,True,usd,0001865377,BBG011XNVRM1,BBG011XNVSG6,2022-05-09T00:00:00Z
ARGUW,Argus Capital Corp. Warrant,stocks,us,XNAS,WARRANT,True,usd,0001865377,BBG011XR6JP5,,2022-05-09T00:00:00Z
ARGX,argenx SE American Depositary Shares,stocks,us,XNAS,ADRC,True,usd,0001697862,BBG00GHB88X9,BBG00GHB88Y8,2022-05-09T00:00:00Z
ARHS,"Arhaus, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001875444,BBG012TKHZ11,BBG012TKHZW7,2022-05-09T00:00:00Z
ARI,"APOLLO COMMERCIAL REAL ESTATE FINANCE, INC.",stocks,us,XNYS,CS,True,usd,0001467760,BBG000NFPF36,BBG001T55FJ5,2022-05-09T00:00:00Z
ARIS,"Aris Water Solutions, Inc.",stocks,us,XNYS,CS,True,usd,0001865187,BBG012PPXMR7,BBG012PPXNM0,2022-05-09T00:00:00Z
ARIZ,Arisz Acquisition Corp. Common Stock,stocks,us,XNAS,CS,True,usd,0001882078,BBG0139KB9R7,BBG0139KBC18,2022-05-09T00:00:00Z
ARIZR,Arisz Acquisition Corp. Right,stocks,us,XNAS,RIGHT,True,usd,0001882078,BBG013YVL3L3,BBG013YVL4F8,2022-05-09T00:00:00Z
ARIZU,Arisz Acquisition Corp. Unit,stocks,us,XNAS,UNIT,True,usd,0001882078,BBG0139K67S6,BBG0139K69L9,2022-05-09T00:00:00Z
ARIZW,Arisz Acquisition Corp. Warrant,stocks,us,XNAS,WARRANT,True,usd,0001882078,BBG013YVRTV9,,2022-05-09T00:00:00Z
ARKF,ARK Fintech Innovation ETF,stocks,us,ARCX,ETF,True,usd,0001697748,BBG00N7YFK60,BBG00N7YFKY9,2022-05-09T00:00:00Z
ARKG,ARK Genomic Revolution ETF,stocks,us,BATS,ETF,True,usd,0001697748,BBG007FJPCB0,BBG007FJPCC9,2022-05-09T00:00:00Z
ARKK,ARK Innovation ETF,stocks,us,ARCX,ETF,True,usd,0001697748,BBG007FJMV58,BBG007FJMV49,2022-05-09T00:00:00Z
ARKO,ARKO Corp. Common Stock,stocks,us,XNAS,CS,True,usd,0001823794,BBG00YD8K411,BBG00YD8K420,2022-05-09T00:00:00Z
ARKOW,ARKO Corp. Warrant,stocks,us,XNAS,WARRANT,True,usd,0001823794,BBG00YFJ1LY2,,2022-05-09T00:00:00Z
ARKQ,ARK Autonomous Technology & Robotics ETF,stocks,us,BATS,ETF,True,usd,0001697748,BBG0077Q7038,BBG0077Q7047,2022-05-09T00:00:00Z
ARKR,Ark Restaurants Corp,stocks,us,XNAS,CS,True,usd,0000779544,BBG000DMMH86,BBG001S8F0L9,2022-05-09T00:00:00Z
ARKW,ARK Next Generation Internet ETF,stocks,us,ARCX,ETF,True,usd,0001697748,BBG0077Q7LF9,BBG0077Q7LG8,2022-05-09T00:00:00Z
ARKX,ARK Space Exploration & Innovation ETF,stocks,us,BATS,ETF,True,usd,0001697748,BBG00ZV1N0C6,BBG00ZV1N161,2022-05-09T00:00:00Z
ARL,"American Realty Investors, Inc.",stocks,us,XNYS,CS,True,usd,0001102238,BBG000C1RRF8,BBG001SFRR04,2022-05-09T00:00:00Z
ARLO,"Arlo Technologies, Inc.",stocks,us,XNYS,CS,True,usd,0001736946,BBG00K88DTH3,BBG00K88DTJ1,2022-05-09T00:00:00Z
ARLP,Alliance Resource Partners LP,stocks,us,XNAS,CS,True,usd,0001086600,BBG000C14X88,BBG001SD52Y1,2022-05-09T00:00:00Z
ARMK,ARAMARK,stocks,us,XNYS,CS,True,usd,0001584509,BBG001KY4N87,BBG001V0NR70,2022-05-09T00:00:00Z
ARMP,"Armata Pharmaceuticals, Inc. Common Stock",stocks,us,XASE,CS,True,usd,0000921114,BBG000BD7CF8,BBG001S5WNR0,2022-05-09T00:00:00Z
ARMR,Armor US Equity Index ETF,stocks,us,ARCX,ETF,True,usd,,BBG00RPM7VL5,BBG00RPM7WB4,2022-05-09T00:00:00Z
ARNC,Arconic Corporation,stocks,us,XNYS,CS,True,usd,0001790982,BBG00R45JYB7,BBG00R45JYC6,2022-05-09T00:00:00Z
AROC,Archrock Inc,stocks,us,XNYS,CS,True,usd,0001389050,BBG000RWH1V4,BBG001SVDK72,2022-05-09T00:00:00Z
AROW,Arrow Financial Corp,stocks,us,XNAS,CS,True,usd,0000717538,BBG000BCBS51,BBG001S5NV83,2022-05-09T00:00:00Z
ARQQ,Arqit Quantum Inc. Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001859690,,,2022-05-09T00:00:00Z
ARQQW,Arqit Quantum Inc. Warrants,stocks,us,XNAS,WARRANT,True,usd,0001859690,,,2022-05-09T00:00:00Z
ARQT,"Arcutis Biotherapeutics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001787306,BBG00QN8K4M4,BBG00QN8K4P1,2022-05-09T00:00:00Z
ARR,"ARMOUR Residential REIT, Inc.",stocks,us,XNYS,CS,True,usd,0001428205,BBG000PRZNN8,BBG001SRBTG4,2022-05-09T00:00:00Z
ARRW,Arrowroot Acquisition Corp. Class A common stock,stocks,us,XNAS,CS,True,usd,0001835972,BBG00Z9114K8,BBG00Z9115H9,2022-05-09T00:00:00Z
ARRWU,Arrowroot Acquisition Corp. Unit,stocks,us,XNAS,UNIT,True,usd,0001835972,BBG00Z85QNY6,BBG00Z85QQG9,2022-05-09T00:00:00Z
ARRWW,Arrowroot Acquisition Corp. Warrant,stocks,us,XNAS,WARRANT,True,usd,0001835972,BBG00ZCX6HK0,,2022-05-09T00:00:00Z
ARRY,"Array Technologies, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001820721,BBG001V4SF46,BBG002MX7TQ9,2022-05-09T00:00:00Z
ARRpC,"ARMOUR Residential REIT, Inc. 7.00% Series C Cumulative Redeemable Preferred Stock",stocks,us,XNYS,PFD,True,usd,0001428205,,,2022-05-09T00:00:00Z
ARTA,Artisan Acquisition Corp. Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001844840,,,2022-05-09T00:00:00Z
ARTAU,Artisan Acquisition Corp. Units,stocks,us,XNAS,UNIT,True,usd,0001844840,,,2022-05-09T00:00:00Z
ARTAW,Artisan Acquisition Corp. Warrants,stocks,us,XNAS,WARRANT,True,usd,0001844840,,,2022-05-09T00:00:00Z
ARTE,Artemis Strategic Investment Corporation Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001839990,BBG0112H7HQ3,BBG0112H7JL4,2022-05-09T00:00:00Z
ARTEU,Artemis Strategic Investment Corporation Unit,stocks,us,XNAS,UNIT,True,usd,0001839990,BBG00Z8MRT11,BBG00Z8MRT20,2022-05-09T00:00:00Z
ARTEW,Artemis Strategic Investment Corporation Warrant,stocks,us,XNAS,WARRANT,True,usd,0001839990,BBG0113HK4Q6,,2022-05-09T00:00:00Z
ARTL,"Artelo Biosciences, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001621221,BBG00793XCW0,BBG00793XCX9,2022-05-09T00:00:00Z
ARTLW,"Artelo Biosciences, Inc. Warrant",stocks,us,XNAS,WARRANT,True,usd,0001621221,BBG00PH7GHW0,,2022-05-09T00:00:00Z
ARTNA,Artesian Resources Corp,stocks,us,XNAS,CS,True,usd,0000863110,BBG000BG1811,BBG001S7MLX4,2022-05-09T00:00:00Z
ARTW,Arts-Way Manufacturing Co Inc,stocks,us,XNAS,CS,True,usd,0000007623,BBG000BCCR52,BBG001S5NVL8,2022-05-09T00:00:00Z
ARVL,Arrival Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001835059,,,2022-05-09T00:00:00Z
ARVN,"Arvinas, Inc",stocks,us,XNAS,CS,True,usd,0001655759,BBG00LW7YK82,BBG00LW7YL08,2022-05-09T00:00:00Z
ARVR,First Trust Indxx Metaverse ETF,stocks,us,XNAS,ETF,True,usd,0001383496,BBG015P0XN84,BBG015P0XP34,2022-05-09T00:00:00Z
ARW,"Arrow Electronics, Inc.",stocks,us,XNYS,CS,True,usd,0000007536,BBG000BCD3D5,BBG001S5NVP4,2022-05-09T00:00:00Z
ARWR,Arrowhead Research Corporation,stocks,us,XNAS,CS,True,usd,0000879407,BBG000BRVKH0,BBG001SGT8G5,2022-05-09T00:00:00Z
ARYD,ARYA Sciences Acquisition Corp IV Class A Odinary Shares,stocks,us,XNAS,CS,True,usd,0001838821,,,2022-05-09T00:00:00Z
ARYE,ARYA Sciences Acquisition Corp V Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001852432,,,2022-05-09T00:00:00Z
ASA,ASA GOLD AND PRECIOUS METALS LIMITED,stocks,us,XNYS,FUND,True,usd,0001230869,,,2022-05-09T00:00:00Z
ASAI,Sendas Distribuidora S.A. American Depositary Share (each representing five common shares),stocks,us,XNYS,ADRC,True,usd,0001834048,BBG00ZDRF751,BBG00ZDRF822,2022-05-09T00:00:00Z
ASAN,"Asana, Inc. Class A Common Stock",stocks,us,XNYS,CS,True,usd,0001477720,BBG00WYHL732,BBG00WYHL741,2022-05-09T00:00:00Z
ASAQ,Atlantic Avenue Acquisition Corp,stocks,us,XNYS,CS,True,usd,0001819510,BBG00XTW1441,BBG00XTW14Z7,2022-05-09T00:00:00Z
ASAQ.U,"Atlantic Avenue Acquisition Corp. Units, each consisting of one share of Class A common stock and on",stocks,us,XNYS,UNIT,True,usd,0001819510,BBG00XCCZJV3,BBG00XCCZKP7,2022-05-09T00:00:00Z
ASAQ.WS,"Atlantic Avenue Acquisition Corp Warrants, each whole warrant exercisable for one share of Class A c",stocks,us,XNYS,WARRANT,True,usd,0001819510,BBG00XTW3074,,2022-05-09T00:00:00Z
ASAX,Astrea Acquisition Corp. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001824211,BBG00YVT7Z75,BBG00YVT7Z84,2022-05-09T00:00:00Z
ASAXU,Astrea Acquisition Corp. Unit,stocks,us,XNAS,UNIT,True,usd,0001824211,BBG00YV3XFT3,BBG00YV3XGP5,2022-05-09T00:00:00Z
ASAXW,Astrea Acquisition Corp. Warrant,stocks,us,XNAS,WARRANT,True,usd,0001824211,BBG00Z3JZJM3,,2022-05-09T00:00:00Z
ASB,Associated Banc-Corp,stocks,us,XNYS,CS,True,usd,0000007789,BBG000BCFQC3,BBG001S5NVZ3,2022-05-09T00:00:00Z
ASBpE,"Associated Banc-Corp Depositary Shares, each representing a 1/40th interest in a share of 5.875% Non",stocks,us,XNYS,PFD,True,usd,0000007789,,,2022-05-09T00:00:00Z
ASBpF,"Associated Banc-Corp Depositary Shares, each representing a 1/40th interest in a share of Associated",stocks,us,XNYS,PFD,True,usd,0000007789,,,2022-05-09T00:00:00Z
ASC,ARDMORE SHIPPING CORPORATION,stocks,us,XNYS,CS,True,usd,0001577437,,,2022-05-09T00:00:00Z
ASCA,A SPAC I Acquisition Corp. Class A Ordinary Share,stocks,us,XNAS,CS,True,usd,0001868775,,,2022-05-09T00:00:00Z
ASCAR,A SPAC I Acquisition Corp. Right,stocks,us,XNAS,RIGHT,True,usd,0001868775,,,2022-05-09T00:00:00Z
ASCAU,A SPAC I Acquisition Corp. Unit,stocks,us,XNAS,UNIT,True,usd,0001868775,,,2022-05-09T00:00:00Z
ASCAW,A SPAC I Acquisition Corp. Warrant,stocks,us,XNAS,WARRANT,True,usd,0001868775,,,2022-05-09T00:00:00Z
ASCBU,A SPAC II Acquisition Corp. Unit,stocks,us,XNAS,UNIT,True,usd,0001876716,,,2022-05-09T00:00:00Z
ASEA,Global X FTSE Southeast Asia ETF,stocks,us,ARCX,ETF,True,usd,0001432353,BBG001J4CVC3,BBG001V0GHG0,2022-05-09T00:00:00Z
ASET,FlexShares Real Assets Allocation Index Fund,stocks,us,XNAS,ETF,True,usd,0001491978,BBG00BH8YN56,BBG00BH8YN65,2022-05-09T00:00:00Z
ASG,LIBERTY ALL-STAR GROWTH FD,stocks,us,XNYS,FUND,True,usd,0000786035,BBG000DQH311,BBG001S8MP72,2022-05-09T00:00:00Z
ASGI,Aberdeen Standard Global Infrastructure Income Fund,stocks,us,XNYS,FUND,True,usd,0001793855,BBG00VQRLFQ8,BBG00VQRLH39,2022-05-09T00:00:00Z
ASGN,ASGN Incorporated,stocks,us,XNYS,CS,True,usd,0000890564,BBG000CRN8N8,BBG001S71HP5,2022-05-09T00:00:00Z
ASH,Ashland Global Holdings Inc.,stocks,us,XNYS,CS,True,usd,0001674862,BBG00D0Y81M1,BBG00D0Y81N0,2022-05-09T00:00:00Z
ASHR,Xtrackers Harvest CSI 300 China A-Shares ETF,stocks,us,ARCX,ETF,True,usd,0001506281,BBG005HJL923,BBG005HJL932,2022-05-09T00:00:00Z
ASHS,Xtrackers Harvest CSI 500 China A-Shares Small Cap ETF,stocks,us,ARCX,ETF,True,usd,0001506281,BBG006H1P0Q9,BBG006H1P0P0,2022-05-09T00:00:00Z
ASHX,Xtrackers MSCI China A Inclusion Equity ETF,stocks,us,ARCX,ETF,True,usd,0001506281,BBG00B6W10B4,BBG00B6W10C3,2022-05-09T00:00:00Z
ASIX,AdvanSix Inc.,stocks,us,XNYS,CS,True,usd,0001673985,BBG00CWTTQ41,BBG00CWTTQ32,2022-05-09T00:00:00Z
ASLE,AerSale Corporation Common Stock,stocks,us,XNAS,CS,True,usd,0001754170,BBG00R28X833,BBG00R28X851,2022-05-09T00:00:00Z
ASLN,ASLAN Pharmaceuticals Limited American Depositary Shares,stocks,us,XNAS,ADRC,True,usd,0001722926,BBG00KG283R9,BBG00KG284G9,2022-05-09T00:00:00Z
ASM,Avino Silver & Gold Mines Ltd. (Canada),stocks,us,XASE,CS,True,usd,0000316888,BBG000BMTLV6,BBG001SB77V5,2022-05-09T00:00:00Z
ASMB,"Assembly Biosciences, Inc",stocks,us,XNAS,CS,True,usd,0001426800,BBG000R62Q06,BBG001T9BMW0,2022-05-09T00:00:00Z
ASML,ASML Holding NV,stocks,us,XNAS,ADRC,True,usd,0000937966,,,2022-05-09T00:00:00Z
ASND,Ascendis Pharma A/S American Depositary Shares,stocks,us,XNAS,ADRC,True,usd,0001612042,BBG007R7VNC1,BBG007R7VP72,2022-05-09T00:00:00Z
ASO,"Academy Sports and Outdoors, Inc.",stocks,us,XNAS,CS,True,usd,0001817358,BBG00X7L1C14,BBG00X7L1CW0,2022-05-09T00:00:00Z
ASPA,"ABRI SPAC I, INC. Common Stock",stocks,us,XNAS,CS,True,usd,0001854583,BBG011VF2LN4,BBG011VF2MP0,2022-05-09T00:00:00Z
ASPAU,"Abri SPAC I, Inc. Unit",stocks,us,XNAS,UNIT,True,usd,0001854583,BBG011VF2B01,BBG011VF2BW6,2022-05-09T00:00:00Z
ASPAW,"ABRI SPAC I, INC. Warrant",stocks,us,XNAS,WARRANT,True,usd,0001854583,BBG011VGT6F5,,2022-05-09T00:00:00Z
ASPC,Alpha Capital Acquisition Company One Class A Ordinary Share,stocks,us,XNAS,CS,True,usd,0001836547,,,2022-05-09T00:00:00Z
ASPCU,Alpha Capital Acquisition Company Unit,stocks,us,XNAS,UNIT,True,usd,0001836547,,,2022-05-09T00:00:00Z
ASPCW,Alpha Capital Acquisition Company Warrant,stocks,us,XNAS,WARRANT,True,usd,0001836547,,,2022-05-09T00:00:00Z
ASPN,"Aspen Aerogels, Inc.",stocks,us,XNYS,CS,True,usd,0001145986,BBG001S58GW6,BBG001SJZK39,2022-05-09T00:00:00Z
ASPS,Altisource Portfolio Solutions S.A.,stocks,us,XNAS,CS,True,usd,0001462418,,,2022-05-09T00:00:00Z
ASPU,"ASPEN GROUP, INC.",stocks,us,XNAS,CS,True,usd,0001487198,BBG001BT33N6,BBG001TTRW20,2022-05-09T00:00:00Z
ASPY,ASYMshares ASYMmetric S&P 500 ETF,stocks,us,ARCX,ETF,True,usd,,BBG00ZL7QQ07,BBG00ZL7QQV3,2022-05-09T00:00:00Z
ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V. American Depositary Shares",stocks,us,XNYS,ADRC,True,usd,0001123452,BBG000B9XWX4,BBG001S5NWT8,2022-05-09T00:00:00Z
ASRT,"Assertio Holdings, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001808665,BBG00T442DS2,BBG00T442DT1,2022-05-09T00:00:00Z
ASRV,AmeriServ Financial Inc,stocks,us,XNAS,CS,True,usd,0000707605,BBG000H0X129,BBG001SD3BP3,2022-05-09T00:00:00Z
ASTC,Astrotech Corporation (DE) Common Stock,stocks,us,XNAS,CS,True,usd,0001001907,BBG000FNC0Z0,BBG001S8LVC4,2022-05-09T00:00:00Z
ASTE,Astec Industries Inc,stocks,us,XNAS,CS,True,usd,0000792987,BBG000BCHZL1,BBG001S5NWY2,2022-05-09T00:00:00Z
ASTL,Algoma Steel Group Inc. Common Shares,stocks,us,XNAS,CS,True,usd,0001860805,BBG012NKXTD0,BBG012NKXV72,2022-05-09T00:00:00Z
ASTLW,Algoma Steel Group Inc. Warrant,stocks,us,XNAS,WARRANT,True,usd,0001860805,BBG0133BZQ71,,2022-05-09T00:00:00Z
ASTR,"Astra Space, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001814329,BBG00W7FG4V8,BBG00W7FG4W7,2022-05-09T00:00:00Z
ASTS,"AST SpaceMobile, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001780312,BBG00Q402TR2,BBG00Q402TS1,2022-05-09T00:00:00Z
ASTSW,"AST SpaceMobile, Inc. Warrant",stocks,us,XNAS,WARRANT,True,usd,0001780312,BBG00QRF6YQ0,,2022-05-09T00:00:00Z
ASUR,"Asure Software, Inc",stocks,us,XNAS,CS,True,usd,0000884144,BBG000JT96H4,BBG001S9KQ61,2022-05-09T00:00:00Z
ASX,"ASE Technology Holding Co., Ltd.",stocks,us,XNYS,ADRC,True,usd,0001122411,BBG00KLHL9W6,BBG00KLHLBL3,2022-05-09T00:00:00Z
ASXC,"Asensus Surgical, Inc.",stocks,us,XASE,CS,True,usd,0000876378,BBG000C1XKW7,BBG001S696K8,2022-05-09T00:00:00Z
ASYS,Amtech Systems Inc,stocks,us,XNAS,CS,True,usd,0000720500,BBG000BCJDW6,BBG001S5NX89,2022-05-09T00:00:00Z
ASZ,Austerlitz Acquisition Corporation II,stocks,us,XNYS,CS,True,usd,0001839191,,,2022-05-09T00:00:00Z
ASZ.U,"Austerlitz Acquisition Corporation II Units, each consisting of one Class A ordinary share and one-f",stocks,us,XNYS,UNIT,True,usd,0001839191,,,2022-05-09T00:00:00Z
ASZ.WS,"Austerlitz Acquisition Corporation II Warrants, each whole Warrant exercisable for one Class A Ordin",stocks,us,XNYS,WARRANT,True,usd,0001839191,,,2022-05-09T00:00:00Z
ATA,Americas Technology Acquisition Corp.,stocks,us,XNYS,CS,True,usd,0001825254,,,2022-05-09T00:00:00Z
ATA.U,"Americas Technology Acquisition Corp. Units, each consisting of one Ordinary Share and one half of R",stocks,us,XNYS,UNIT,True,usd,0001825254,,,2022-05-09T00:00:00Z
ATA.WS,"Americas Technology Acquisition Corp.Redeemable Warrants, each whole warrant exercisable for one Ord",stocks,us,XNYS,WARRANT,True,usd,0001825254,,,2022-05-09T00:00:00Z
ATAI,ATAI Life Sciences N.V. Common Shares,stocks,us,XNAS,CS,True,usd,0001840904,,,2022-05-09T00:00:00Z
ATAK,Aurora Technology Acquisition Corp. Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001883788,,,2022-05-09T00:00:00Z
ATAKR,Aurora Technology Acquisition Corp. Rights,stocks,us,XNAS,RIGHT,True,usd,0001883788,,,2022-05-09T00:00:00Z
ATAKU,Aurora Technology Acquisition Corp. Unit,stocks,us,XNAS,UNIT,True,usd,0001883788,,,2022-05-09T00:00:00Z
ATAKW,Aurora Technology Acquisition Corp. Warrants,stocks,us,XNAS,WARRANT,True,usd,0001883788,,,2022-05-09T00:00:00Z
ATAQ,Altimar Acquisition Corp. III,stocks,us,XNYS,CS,True,usd,0001841004,,,2022-05-09T00:00:00Z
ATAQ.U,"Altimar Acquisition Corp. III Units, each consisting of one Class A ordinary share, and one-fourth o",stocks,us,XNYS,UNIT,True,usd,0001841004,,,2022-05-09T00:00:00Z
ATAQ.WS,"Altimar Acquisition Corp. III Warrants, each whole warrant exercisable for one Class A Ordinary Shar",stocks,us,XNYS,WARRANT,True,usd,0001841004,,,2022-05-09T00:00:00Z
ATAX,"America First Multifamily Investors, L.P. Beneficial Unit Certificates (BUCs) representing Limited P",stocks,us,XNAS,,True,usd,0001059142,BBG000BB5783,BBG001S5NXK5,2022-05-09T00:00:00Z
ATC,Atotech Limited,stocks,us,XNYS,CS,True,usd,0001762459,,,2022-05-09T00:00:00Z
ATCO,Atlas Corp.,stocks,us,XNYS,CS,True,usd,0001794846,,,2022-05-09T00:00:00Z
ATCOL,Atlas Corp. 7.125% Notes due 2027,stocks,us,XNAS,,True,usd,0001794846,,,2022-05-09T00:00:00Z
ATCOpD,Atlas Corp. 7.95% Series D Cumulative Redeemable Perpetual Preferred Shares,stocks,us,XNYS,PFD,True,usd,0001794846,,,2022-05-09T00:00:00Z
ATCOpH,Atlas Corp. 7.875% Cumulative Redeemable Perpetual Preferred Shares - Series H,stocks,us,XNYS,PFD,True,usd,0001794846,,,2022-05-09T00:00:00Z
ATCOpI,Atlas Corp. Series I Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares,stocks,us,XNYS,PFD,True,usd,0001794846,,,2022-05-09T00:00:00Z
ATCX,"Atlas Technical Consultants, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001751143,BBG00MZZGBS3,BBG00MZZGBT2,2022-05-09T00:00:00Z
ATEC,"Alphatec Holdings, Inc.",stocks,us,XNAS,CS,True,usd,0001350653,BBG000BBM7Y5,BBG001S64XQ8,2022-05-09T00:00:00Z
ATEK,Athena Technology Acquisition Corp. II,stocks,us,XNYS,CS,True,usd,0001882198,BBG014106T99,BBG014106TB6,2022-05-09T00:00:00Z
ATEK.U,"Athena Technology Acquisition Corp. II Units, each consisting of one share of Class A common stock,",stocks,us,XNYS,UNIT,True,usd,0001882198,BBG013QFB2J3,BBG013QFB3H3,2022-05-09T00:00:00Z
ATEK.WS,Athena Technology Acquisition Corp. II Redeemable Warrants,stocks,us,XNYS,WARRANT,True,usd,0001882198,BBG01410FCQ7,,2022-05-09T00:00:00Z
ATEN,A10 NETWORKS INC,stocks,us,XNYS,CS,True,usd,0001580808,BBG0060K22C1,BBG0060K22D0,2022-05-09T00:00:00Z
ATER,"Aterian, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001757715,BBG00P4JBS95,BBG00P4JBT11,2022-05-09T00:00:00Z
ATEX,Anterix Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001304492,BBG0081NLHR0,BBG0081NLJH7,2022-05-09T00:00:00Z
ATFV,Alger 35 ETF,stocks,us,ARCX,ETF,True,usd,,BBG0106Y4324,BBG0106Y43Y9,2022-05-09T00:00:00Z
ATGE,Adtalem Global Education Inc. Common Shares,stocks,us,XNYS,CS,True,usd,0000730464,BBG000DQBZJ7,BBG001S8M5S3,2022-05-09T00:00:00Z
ATHA,"Athira Pharma, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001620463,BBG00C77LX40,BBG00C77LXM0,2022-05-09T00:00:00Z
ATHE,Alterity Therapeutics Limited American Depositary Shares,stocks,us,XNAS,ADRC,True,usd,0001131343,BBG000DK9TP0,BBG001SHP8H6,2022-05-09T00:00:00Z
ATHM,"Autohome Inc. American Depositary Shares, each representing four Class A Ordinary Shares",stocks,us,XNYS,ADRC,True,usd,0001527636,BBG005JYTDQ5,BBG005JYTDP6,2022-05-09T00:00:00Z
ATHX,"Athersys, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001368148,BBG000QBZBS3,BBG001SS0VB4,2022-05-09T00:00:00Z
ATHpA,"Athene Holding Ltd. Depositary Shares, Each Representing a 1/1,000th Interest in a 6.35% Fixed-to-Fl",stocks,us,XNYS,PFD,True,usd,0001527469,,,2022-05-09T00:00:00Z
ATHpB,"Athene Holding Ltd. Depositary Shares, Each Representing a 1/1,000th Interest in a 5.625% Fixed Rate",stocks,us,XNYS,PFD,True,usd,0001527469,,,2022-05-09T00:00:00Z
ATHpC,"Athene Holding Ltd. Depositary Shares, each representing a 1/1, 000th Interest in a Share of 6.375%",stocks,us,XNYS,PFD,True,usd,0001527469,,,2022-05-09T00:00:00Z
ATHpD,"Athene Holding Ltd. Depositary Shares, Each Representing a 1/1,000th Interest in a 4.875% Fixed-Rate",stocks,us,XNYS,PFD,True,usd,0001527469,,,2022-05-09T00:00:00Z
ATI,Allegheny Technologies,stocks,us,XNYS,CS,True,usd,0001018963,BBG000LC1FS4,BBG001S8WY72,2022-05-09T00:00:00Z
ATIF,ATIF Holdings Limited Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001755058,,,2022-05-09T00:00:00Z
ATIP,"ATI Physical Therapy, Inc.",stocks,us,XNYS,CS,True,usd,0001815849,BBG00WXXMR97,BBG00WXXMRB4,2022-05-09T00:00:00Z
ATIP.WS,"ATI Physical Therapy, Inc. Warrants, each whole warrant exercisable for one share of Class A common",stocks,us,XNYS,WARRANT,True,usd,0001815849,BBG00XMXF4S5,,2022-05-09T00:00:00Z
ATKR,Atkore Inc.,stocks,us,XNYS,CS,True,usd,0001666138,BBG000QTFDQ4,BBG001T8LDZ8,2022-05-09T00:00:00Z
ATLC,Atlanticus Holdings Corporation,stocks,us,XNAS,CS,True,usd,0001464343,BBG000C6TLC1,BBG001SC0HS2,2022-05-09T00:00:00Z
ATLCL,Atlanticus Holdings Corporation 6.125% Senior Notes due 2026,stocks,us,XNAS,,True,usd,0001464343,,,2022-05-09T00:00:00Z
